kitsu_id,slug,status,title_canonical,title_en,title_ja,title_norm_canonical,title_norm_en,title_norm_ja,synopsis_clean,rating_average_10,rating_rank,popularity_rank,categories_json,genres_json,authors_json
40121,jibaku-shounen-hanako-kun,current,Jibaku Shounen Hanako-kun,Toilet-bound Hanako-kun,地縛少年 花子くん,jibaku shounen hanako kun,toilet bound hanako kun,,"""Hanako-san, Hanako-san...are you there?"" At Kamome Academy, rumors abound about the school's Seven Mysteries, one of which is Hanako-san. Said to occupy the third stall of the third floor girls' bathroom in the old school building, Hanako-san grants any wish when summoned. Nene Yashiro, an occult-loving high school girl who dreams of romance, ventures into this haunted bathroom...but the Hanako-san she meets there is nothing like she imagined! Kamome Academy's Hanako-san...is a boy!(Source: Yen Press)",8.416,23,34,"[""Ghost"", ""Japan"", ""School Life""]","[""Supernatural"", ""School""]","[{""name"": ""Iro Aida"", ""role"": ""Scénario & Dessin""}]"
37141,something-about-us,finished,Something About Us,Something About Us,우리사이느은,something about us,something about us,,"They consider themselves the best of friends. Others seem to think otherwise. There's something about their relationship that's hard to describe. What will become of these two ""friends""? (Source: Lezhin) Note: Chapter count includes the prologue, epilogue and side story chapters.",8.233,236,35,"[""Comedy"", ""School Life"", ""Slice of Life"", ""Romance""]","[""Comedy"", ""School"", ""Slice of Life"", ""Romance""]","[{""name"": ""Yunji Lee"", ""role"": ""Scénario & Dessin""}]"
5927,no-game-no-life-novel,current,No Game No Life,No Game No Life,ノーゲーム・ノーライフ,no game no life,no game no life,,"Meet Sora and Shiro, a brother and sister who are loser shut-ins by normal standards. But these siblings don't play by the rules of the ""crappy game"" that is average society. In the world of gaming, this genius pair reigns supreme, their invincible avatar so famous that it's the stuff of urban legend. So when a young boy calling himself God summons the siblings to a fantastic alternate world where war is forbidden and all conflicts - even those involving national borders - are decided by the outcome of games, Sora and Shiro have pretty much hit the jackpot. But they soon learn that in this world, humanity, cornered and outnumbered by other species, survives within the confines of one city. Will Sora and Shiro, two failures at life, turn out to be the saviors of mankind? Let the games begin...! (Source: Yen Press)",8.25,142,36,"[""Comedy"", ""Fantasy"", ""Ecchi"", ""Adventure""]","[""Comedy"", ""Supernatural"", ""Fantasy"", ""Ecchi"", ""Adventure""]","[{""name"": ""Yuu Kamiya"", ""role"": ""Scénario & Dessin""}]"
6157,koe-no-katachi,finished,Koe no Katachi,A Silent Voice,聲の形,koe no katachi,a silent voice,,"Nishimiya Shouko is a student with hearing impairment. During elementary school, after moving to a new school, Shouko becomes a target of bullying and soon has to transfer. What she did not expect is that some years later, Ishida Shouya, one of the bullies who both did suffer last arise again in your life with a new purpose.",8.305,65,37,"[""School Life"", ""Drama"", ""Coming Of Age"", ""Japan"", ""Present""]","[""School"", ""Drama""]","[{""name"": ""Yoshitoki Ooima"", ""role"": ""Scénario & Dessin""}]"
35896,kaguya-sama-wa-kokurasetai-tensai-tachi-no-renai-zunousen,finished,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,kaguya sama wa kokurasetai tensai tachi no renai zunousen,kaguya sama love is war,,"As leaders of their prestigious academy’s student council, Kaguya and Miyuki are the elite of the elite! But it’s lonely at the top… Luckily for them, they’ve fallen in love! There’s just one problem—they both have too much pride to admit it. And so begins the daily scheming to get the object of their affection to confess their romantic feelings first… Love is a war you win by losing. (Source: Viz Media) Notes: - The first 10 chapters were published in Monthly Miracle Jump. It switched to Weekly Young Jump starting with Ch. 11, with the chapter count being reset. This entry still includes the first 10 chapters from Miracle Jump. - Winner of the 65th Shogakukan Manga Award for ""Best General Manga"" category in 2019.",8.325,54,38,"[""Comedy"", ""School Life"", ""Romance"", ""Psychological""]","[""Comedy"", ""Psychological"", ""School"", ""Romance""]","[{""name"": ""Aka Akasaka"", ""role"": ""Scénario & Dessin""}]"
37,bleach,finished,BLEACH,BLEACH,BLEACH,bleach,bleach,bleach,"Ichigo Kurosaki has always been able to see ghosts, but this ability doesn't change his life nearly as much as his close encounter with Rukia Kuchiki, a Soul Reaper and member of the mysterious Soul Society. While fighting a Hollow, an evil spirit that preys on humans who display psychic energy, Rukia attempts to lend Ichigo some of her powers so that he can save his family; but much to her surprise, Ichigo absorbs every last drop of her energy. Now a full-fledged Soul Reaper himself, Ichigo quickly learns that the world he inhabits is one full of dangerous spirits and, along with Rukia— who is slowly regaining her powers— it's Ichigo's job to protect the innocent from Hollows and help the spirits themselves find peace. (Source: Viz Media) Note: Chapter count includes the 12-chapter “Turn Back The Pendulum” side story and 8 extra chapters.",7.779999999999999,1846,39,"[""Fantasy"", ""Super Power"", ""Action"", ""Adventure"", ""Shounen"", ""Parallel Universe"", ""Contemporary Fantasy"", ""Fantasy World"", ""Swordplay"", ""Ghost"", ""Supernatural"", ""Violence""]","[""Supernatural"", ""Super Power"", ""Action"", ""Adventure""]","[{""name"": ""Tite Kubo"", ""role"": ""Scénario & Dessin""}]"
24155,ao-no-exorcist,current,Ao no Exorcist,Blue Exorcist,青の祓魔師〈エクソシスト〉,ao no exorcist,blue exorcist,,"This world consists of two dimensions joined as one, like a mirror. The first is the world in which the humans live, Assiah. The other is the world of demons, Gehenna. Ordinarily, travel between the two, and indeed any kind of contact between the two, is impossible. However the demons can pass over into this world by possessing anything that exist within it. Satan the god of demons, but there's one thing that he doesn't have, and that's a substance in the human world that is powerful enough to contain him!! For that purpose he created Rin, his son from a human woman, but will his son agree to his plans? Or will he become something else...? An exorcist? (Source: MU)",8.206999999999999,433,40,"[""Fantasy"", ""School Life"", ""Demon"", ""Drama"", ""Action"", ""Adventure"", ""Shounen""]","[""Supernatural"", ""School"", ""Demons"", ""Fantasy"", ""Drama"", ""Action"", ""Adventure""]","[{""name"": ""Kazue Katou"", ""role"": ""Scénario & Dessin""}]"
1482,vagabond,finished,Vagabond,Vagabond,バガボンド,vagabond,vagabond,,"In 16th century Japan, Shinmen Takezou is a wild, rough young man, in both his appearance and his actions. His aggressive nature has won him the collective reproach and fear of his village, leading him and his best friend, Matahachi Honiden, to run away in search of something grander than provincial life. The pair enlist in the Toyotomi army, yearning for glory—but when the Toyotomi suffer a crushing defeat at the hands of the Tokugawa Clan at the Battle of Sekigahara, the friends barely make it out alive. After the two are separated, Shinmen returns home on a self-appointed mission to notify the Hon'iden family of Matahachi's survival. He instead finds himself a wanted criminal, framed for his friend's supposed murder based on his history of violence. Upon being captured, he is strung up on a tree and left to die. An itinerant monk, the distinguished Takuan Soho, takes pity on the ""devil child,"" secretly freeing Shinmen and christening him with a new name to avoid pursuit by the authorities: Musashi Miyamoto. Vagabond is the fictitious retelling of the life of one of Japan's most renowned swordsmen, the ""Sword Saint"" Musashi Miyamoto—his rise from a swordsman with no desire other than to become ""Invincible Under the Heavens"" to an enlightened warrior who slowly learns of the importance of close friends, self-reflection, and life itself. (Source: MAL)",8.395999999999999,30,41,"[""Historical"", ""Samurai"", ""Drama"", ""Action"", ""Adventure"", ""Swordplay"", ""Japan"", ""Sengoku Period""]","[""Historical"", ""Samurai"", ""Drama"", ""Action"", ""Adventure""]","[{""name"": ""Takehiko Inoue"", ""role"": ""Scénario & Dessin""}, {""name"": ""Eiji Yoshikawa"", ""role"": ""Scénario""}]"
16640,kamisama-hajimemashita,finished,Kamisama Hajimemashita,Kamisama Kiss,神様はじめました,kamisama hajimemashita,kamisama kiss,,"Nanami Momozono is alone and homeless after her dad skips town to evade his gambling debts and the debt collectors kick her out of her apartment. So when a man she's just saved from a dog offers her his home, she jumps at the opportunity. But it turns out that his place is a shrine, and Nanami has unwittingly taken over his job as a local deity! Nanami has all kinda of new responsibilities she doesn't understand, dangers she's unaware of, and a cranky ex-familiar who's...actually pretty hot. What's a new-fledged godling to do? (Source: VIZ Media)",8.26,120,42,"[""Comedy"", ""Fantasy"", ""Demon"", ""Romance"", ""Shoujo""]","[""Comedy"", ""Supernatural"", ""Demons"", ""Fantasy"", ""Romance""]","[{""name"": ""Julietta Suzuki"", ""role"": ""Scénario & Dessin""}]"
16550,ao-haru-ride-m,finished,Ao Haru Ride,Ao Haru Ride,アオハライド AO―HARU―RIDE,ao haru ride,ao haru ride,ao haru ride,"Yoshioka Futaba has a few reasons why she wants to ""reset"" her image & life as a new high school student. Because she's cute, she was ostracized by her female friends in junior high, and because of a misunderstanding, she couldn't get her feeling across to the one boy she has ever liked, Tanaka-kun. Now in high school, she is determined to be as unladylike as possible so that her friends won't be jealous of her. While living her life this way contentedly, she meets Tanaka-kun again, but he now goes under the name of Mabuchi Kou. He tells her that he felt the same way as she did when they were younger, but now things can never be the same again. Will Futaba be able to continue her love that never even started from three years ago? (Source: MU) Included one-shots: Volume 8: Sono Omokage wo Shitteru Volume 13: Strobe Edge Tokubetsu-hen",8.22,348,43,"[""Comedy"", ""School Life"", ""Slice of Life"", ""Drama"", ""Romance""]","[""Comedy"", ""School"", ""Slice of Life"", ""Drama"", ""Romance""]","[{""name"": ""Io Sakisaka"", ""role"": ""Scénario & Dessin""}]"
1456,vinland-saga,finished,Vinland Saga,Vinland Saga,ヴィンランド・サガ,vinland saga,vinland saga,,"As a child, Thorfinn sat at the feet of the great Leif Ericson and thrilled to wild tales of a land far to the west. But his youthful fantasies were shattered by a mercenary raid. Raised by the Vikings who murdered his father, Thorfinn became a terrifying warrior, forever seeking to kill the band's leader, Askeladd, and avenge his father. Sustaining Thorfinn through his ordeal are his pride in his family and his dreams of a fertile westward land, a land without war or slavery … the land Leif called Vinland. (Source: Kodansha USA) Notes: - Won the Grand Prize at the Japan Media Arts Festival in 2009. - Winner of the 36th Kodansha Manga Award in the General category in 2012.",8.364,39,44,"[""Historical"", ""Drama"", ""Action"", ""Adventure"", ""Europe"", ""Seinen"", ""War"", ""Plot Continuity"", ""Past"", ""Revenge"", ""Coming Of Age""]","[""Thriller"", ""Historical"", ""Drama"", ""Action"", ""Adventure""]","[{""name"": ""Makoto Yukimura"", ""role"": ""Scénario & Dessin""}]"
57766,kimetsu-no-yaiba-rengoku-kyoujurou-gaiden,finished,Kimetsu no Yaiba: Rengoku Kyoujurou Gaiden,Demon Slayer: Rengoku Kyoujurou Side Story,鬼滅の刃 煉獄杏寿郎 【外伝】,kimetsu no yaiba rengoku kyoujurou gaiden,demon slayer rengoku kyoujurou side story,,"Since ancient times, rumors have abounded of man-eating demons lurking in the woods. Because of this, the local townsfolk never venture outside at night. Legend has it that a demon slayer also roams the night, hunting down these bloodthirsty demons. Set before the events of the main series, this spinoff tells the story of Rengoku Kyoujurou, an energetic young demon hunter, as he takes over his family’s role as the Flame Pillar. (Source: Mangadex)",8.491,3,45,[],[],[]
38138,boku-no-hero-academia-yuuei-hakusho,finished,Boku no Hero Academia: Yuuei Hakusho,My Hero Academia: School Briefs,僕のヒーローアカデミア 雄英白書,boku no hero academia yuuei hakusho,my hero academia school briefs,,Prose short stories featuring the everyday school lives of My Hero Academia’s fan-favorite characters. (Manga Updates),8.437000000000001,16,46,"[""Comedy"", ""Super Power"", ""School Life"", ""Action""]","[""Comedy"", ""Super Power"", ""School"", ""Action""]","[{""name"": ""Kouhei Horikoshi"", ""role"": ""Dessin""}, {""name"": ""Anri Takahashi"", ""role"": ""Scénario""}]"
78,ouran-koukou-host-club,finished,Ouran Koukou Host Club,Ouran High School Host Club,桜蘭高校ホスト部,ouran koukou host club,ouran high school host club,,"Haruhi sticks out like a sore thumb as a poor, smart girl who got into the hoity-toity Ouran High School on talent alone. When she mistakenly wanders into the meeting room of the host club and breaks a valuable vase, she's recruited to join the club. Realistic and sarcastic, Haruhi isn't used to being around crazy people like the princely Tamaki, scheming Kyouya, silent Mori, immature Hunny, and devilish Hikaru and Kaoru, but she's got no choice if she ever wants to pay earn what she owes. Too bad the club is made for girls to come and be entertained by gorgeous guys -- and Haruhi's been mistaken for a boy! Includes chapters of the story ""Romantic Egoist"" in various volumes, starring a pair of twins who play matchmaker with their fellow students, teachers and the like. (Source: MAL)Note: The final volume contains a special bonus chapter where the group travels to Spain.",8.242,173,47,"[""Comedy"", ""School Life"", ""Drama"", ""Romance"", ""Gender Bender"", ""Reverse Harem""]","[""Comedy"", ""School"", ""Harem"", ""Gender Bender"", ""Drama"", ""Romance""]","[{""name"": ""Bisco Hatori"", ""role"": ""Scénario & Dessin""}]"
1361,fairy-tail,finished,Fairy Tail,Fairy Tail,FAIRY TAIL,fairy tail,fairy tail,fairy tail,"In the mystical realm of Earth Land, magic exists at the core of everyday life for its inhabitants, from transportation to utilities and everything in between. However, even with all its benefits, magic can also be used for great evil; therefore, to prevent dark forces from upsetting the natural order of things, there exists a system of magical guilds in the Kingdom of Fiore. Under the command of their respective guild masters, these guilds are made up of witches and wizards who take on various job requests to earn fame and fortune. One particular guild stands high above the rest in both strength and spirit, and its name is Fairy Tail. In his quest to find his dragon foster father—Igneel—Natsu Dragneel, a fiery and reckless mage, and his partner Happy run into a young celestial mage by the name of Lucy Heartfilia, who reveals that it's her dream to become a full-fledged wizard and join the Fairy Tail guild. After rescuing her from an abduction attempt, Natsu offers her a home in Fairy Tail. Now a member of the guild, Lucy teams up with Natsu and befriends fellow wizards Gray Fullbuster and Erza ""Titania"" Scarlet. Together, this motley crew set out on their many adventures, gaining many faithful allies and deadly foes along the way. (Source: MAL Rewrite)",7.759,1953,48,"[""Comedy"", ""Magic"", ""Super Power"", ""Fantasy"", ""Action"", ""Ecchi"", ""Adventure"", ""Sports"", ""Shounen""]","[""Comedy"", ""Magic"", ""Sports"", ""Super Power"", ""Fantasy"", ""Action"", ""Ecchi"", ""Adventure""]","[{""name"": ""Hiro Mashima"", ""role"": ""Scénario & Dessin""}]"
40278,tokyo-revengers,finished,Tokyo卍Revengers,Tokyo Revengers,東京卍リベンジャーズ,tokyo revengers,tokyo revengers,,"Hanagaki Takemichi was once a low-life punk, but after biting off more than he could chew with a gang in middle school, he ran away from his old life. Now that he’s an adult, the gang that once terrorized him has grown into the largest gang in Tokyo, and they’ve started killing people–including his old girlfriend! After learning this news, a mysterious force on a train platform shoves Takemichi right in front of an approaching train. As his life flashes before his eyes, he blinks to find himself transported back to middle school, before he fled from the gang! Now he has the chance to right what went wrong all those years ago. Can he save his girlfriend’s life in the future–and what else might he change if he’s rewriting the past? (Source: Seven Seas Entertainment) Notes: - Winner of the Shounen Manga category of the 44th annual Kodansha Manga Awards. - Includes 1 extra chapter.",8.136,629,49,"[""Delinquent"", ""School Life"", ""Action"", ""Romance"", ""Time Travel"", ""Drama"", ""Shounen"", ""Crime""]","[""School"", ""Drama"", ""Action""]","[{""name"": ""Ken Wakui"", ""role"": ""Scénario & Dessin""}]"
25358,mob-psycho-100,finished,Mob Psycho 100,Mob Psycho 100,モブサイコ100,mob psycho 100,mob psycho 100,100,"Kageyama Shigeo (a.k.a. ""Mob"") is a 8th grader with psychic abilities. He could bend spoons and lift objects with his mind from a young age, but he slowly began to withhold from using his abilities in public due to the negative attention he kept receiving. Now, the only thing he wants is to become friends with a girl in his class, Tsubomi. With his psychic ""mentor"" (who has no psychic powers), he continues his daily life, attempting to realize his purpose in life. (Source: MangaHelpers)",8.279,87,50,"[""Comedy"", ""Slice of Life"", ""Action"", ""Contemporary Fantasy"", ""Super Power""]","[""Comedy"", ""Supernatural"", ""Slice of Life"", ""Action""]","[{""name"": ""ONE"", ""role"": ""Scénario & Dessin""}]"
10022,fullmetal-alchemist-novel,finished,Fullmetal Alchemist,Fullmetal Alchemist,鋼の錬金術師,fullmetal alchemist,fullmetal alchemist,,"Somewhere between magic, art and science exists a world of alchemy. And into this world travel Edward and Alphonse Elric—two brothers in search of the Philosopher's Stone, the ultimate alchemical treasure! (Source: VIZ Media)",8.257,127,51,"[""Comedy"", ""Fantasy"", ""Historical"", ""Drama"", ""Action"", ""Adventure"", ""Psychological"", ""Mystery"", ""Shounen""]","[""Comedy"", ""Mystery"", ""Supernatural"", ""Psychological"", ""Historical"", ""Drama"", ""Action"", ""Adventure""]","[{""name"": ""Hiromu Arakawa"", ""role"": ""Dessin""}, {""name"": ""Makoto Inoue"", ""role"": ""Scénario""}]"
38860,dr-stone,finished,Dr. Stone,Dr. Stone,ドクターストーン,dr stone,dr stone,,"One fateful day, all of humanity was petrified by a blinding flash of light. After several millennia, high schooler Taiju awakens and finds himself lost in a world of statues. However, he’s not alone! His science-loving friend Senku’s been up and running for a few months and he's got a grand plan in mind—to kickstart civilization with the power of science! (Source: Viz Media)",8.218,368,52,"[""Science Fiction"", ""Adventure"", ""Plot Continuity"", ""Action"", ""Comedy"", ""Future"", ""Disaster"", ""Post Apocalypse"", ""Shounen""]","[""Sci-Fi"", ""Adventure""]","[{""name"": ""Riichiro Inagaki"", ""role"": ""Scénario""}, {""name"": ""Boichi"", ""role"": ""Dessin""}]"
27175,relife,finished,ReLIFE,ReLIFE,リライフ,relife,relife,,"The story follows Kaizaki Arata, a 27-year-old jobless man, who fails at every job interview he had after quitting his last company. His life changes after he met Yoake Ryou of the ReLife Research Institute, who offered him a drug that can change his appearance to 17-years-old and to become a subject in an experiment for one year. Thus, he begins his life as a high school student once more. (Source: MU)",8.247,152,53,"[""Comedy"", ""School Life"", ""Slice of Life"", ""Romance"", ""Friendship"", ""High School"", ""Japan"", ""Seinen""]","[""Comedy"", ""School"", ""Slice of Life"", ""Drama"", ""Romance"", ""Friendship""]","[{""name"": ""Sou Yayoi"", ""role"": ""Scénario & Dessin""}]"
35483,tensei-shitara-slime-datta-ken,current,Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,転生したらスライムだった件,tensei shitara slime datta ken,that time i got reincarnated as a slime,,"After being killed by a passing robber, a normal 37-year-old guy finds himself reincarnated in another world as a blind slime with unique abilities. He takes up a new name and calls himself ""Rimuru Tempest,"" which he thought of after meeting his new friend, ""catastrophe-level"" Storm Dragon Verudora. There, he begins his new slime-like life in another world with his increasing number of minions by his side. (Source: Guro Translation)",8.265,108,54,"[""Fantasy"", ""Shounen"", ""Comedy"", ""Action"", ""Adventure"", ""Gender Bender"", ""Slice of Life"", ""Isekai""]","[""Fantasy""]","[{""name"": ""Taiki Kawakami"", ""role"": ""Dessin""}, {""name"": ""Fuse"", ""role"": ""Scénario""}]"
12,20th-century-boys,finished,20th Century Boys,20th Century Boys,20世紀少年,20th century boys,20th century boys,20,"Humanity, having faced extinction at the end of the 20th century, would not have entered the new millennium if it weren't for them. In 1969, during their youth, they created a symbol. In 1997, as the coming disaster slowly starts to unfold, that symbol returns. This is the story of a group of boys who try to save the world. For Kenji, a simple convenience store manager who once dreamed of becoming a rock 'n' roll musician, a host of memories from his past come rushing back when one of his childhood friends mysteriously commits suicide. Could this new death be related to the rise of a bizarre new cult that's been implicated in several other murders and disappearances? Determined to dig deeper, Kenji reunites with some of his old buddies in the hope of learning the truth behind it all. (Source: Viz)",8.267,103,55,"[""Science Fiction"", ""Historical"", ""Drama"", ""Mystery"", ""Psychological""]","[""Sci-Fi"", ""Mystery"", ""Psychological"", ""Historical"", ""Drama""]","[{""name"": ""Naoki Urasawa"", ""role"": ""Scénario & Dessin""}]"
37855,komi-san-wa-community-shou-desu-manga,finished,"Komi-san wa, Comyushou desu.",Komi Can't Communicate,古見さんは、コミュ症です。,komi san wa comyushou desu,komi can t communicate,,"It's Shouko Komi's first day at the prestigious Itan Private High School, and she has already risen to the status of the school's Madonna. With long black hair and a tall, graceful appearance, she captures the attention of anyone who comes across her. There's just one problem though—despite her popularity, Shouko is terrible at communicating with others. Hitohito Tadano is your average high school boy. With his life motto of ""read the situation and make sure to stay away from trouble,"" he quickly finds that sitting next to Shouko has made him the enemy of everyone in his class! One day, knocked out by accident, Hitohito later wakes up to the sound of Shouko's ""meow."" He lies that he heard nothing, causing Shouko to run away. But before she can escape, Hitohito surmises that Shouko is not able to talk to others easily—in fact, she has never been able to make a single friend. Hitohito resolves to help Shouko with her goal of making one hundred friends so that she can overcome her communication disorder. (Source: MyAnimeList)",8.129999999999999,639,56,"[""Comedy"", ""School Life"", ""Shounen""]","[""Comedy"", ""School""]","[{""name"": ""Tomohito Oda"", ""role"": ""Scénario & Dessin""}]"
3625,jojo-s-bizarre-adventure-part-7-steel-ball-run,finished,JoJo's Bizarre Adventure Part 7: Steel Ball Run,JoJo's Bizarre Adventure Part 7: Steel Ball Run,ジョジョの奇妙な冒険 Part7 STEEL BALL RUN,jojo s bizarre adventure part 7 steel ball run,jojo s bizarre adventure part 7 steel ball run,part7 steel ball run,"America, 1890. The longest and most significant race ever, the Steel Ball Run, is about to start. It's a race from San Diego, California, to New York City, New York, and while horses are the traditional racing medium, anything can be used. The winner is the one with the most points, via checkpoint placement, when they reach New York—the prize: $2,000,000. Gyro Zeppelli, a mysterious man with an equally mysterious steel ball, is planning on winning the race. Johnny Joestar (JoJo) is a former jockey who's cockiness got him paralyzed from the legs down. An accidental contact with the steel ball made his leg twitch, so he's in the race the learn about Gyro's steel ball. But the challenges of Diego Brando, a popular European jockey, Pocoloco, a slave with the Devil's Luck, Sandman, a native american who is sprinting all the way to NYC, and others will make it hard for Gyro and JoJo to win. (Source: Anime News Network)",8.379000000000001,37,57,"[""Fantasy"", ""Thriller"", ""Historical"", ""Horror"", ""Action"", ""Adventure"", ""Mystery"", ""Shounen""]","[""Mystery"", ""Supernatural"", ""Thriller"", ""Historical"", ""Horror"", ""Action"", ""Adventure""]","[{""name"": ""Hirohiko Araki"", ""role"": ""Scénario & Dessin""}]"
36095,wotaku-ni-koi-wa-muzukashii,finished,Wotaku ni Koi wa Muzukashii,Wotakoi: Love Is Hard for Otaku,ヲタクに恋は難しい,wotaku ni koi wa muzukashii,wotakoi love is hard for otaku,,"Narumi Momose has had it rough: every boyfriend she’s had dumped her once they found out she was an otaku, so she’s gone to great lengths to hide it. When a chance meeting at her new job with childhood friend, fellow otaku, and now coworker Hirotaka Nifuji almost gets her secret outed at work, she comes up with a plan to make sure he never speaks up. But he comes up with a counter-proposal: why doesn’t she just date him instead? In love, there are no save points. (Source: Kodansha Comics)",8.24,187,58,"[""Comedy"", ""Slice of Life"", ""Romance"", ""Office Lady"", ""Working Life""]","[""Comedy"", ""Slice of Life"", ""Romance""]","[{""name"": ""Fujita"", ""role"": ""Scénario & Dessin""}]"
16529,shigatsu-wa-kimi-no-uso,finished,Shigatsu wa Kimi no Uso,Your Lie in April,四月は君の嘘,shigatsu wa kimi no uso,your lie in april,,"Kosei Arima was a piano prodigy until his cruel taskmaster of a mother died suddenly, changing his life forever. Driven by his pain to abandon piano, Kosei now lives in a monotonous, colorless world. Having resigned himself to a bland life, he is surprised when he meets Kaori Miyazono, a violinist with an unorthodox style. Can she teach Kosei not just how to play, but how to start living again? (Source: Kodansha Comics)",8.247,151,59,"[""School Life"", ""Music"", ""Drama"", ""Romance"", ""Friendship""]","[""School"", ""Music"", ""Drama"", ""Romance"", ""Friendship""]","[{""name"": ""Naoshi Arakawa"", ""role"": ""Scénario & Dessin""}]"
37696,bastard-manhwa,finished,Bastard,Bastard,,bastard,bastard,,There is a serial killer in my house!,8.254000000000001,135,60,"[""Thriller"", ""School Life"", ""Horror"", ""Drama"", ""Romance"", ""Psychological"", ""Mystery""]","[""Mystery"", ""Psychological"", ""Thriller"", ""School"", ""Horror"", ""Drama"", ""Romance""]",[]
4,monster,finished,Monster,Monster,MONSTER,monster,monster,monster,"Dr. Kenzo Tenma is a renowned young brain surgeon of Japanese descent working in Europe. Highly lauded by his peers as one of the great young minds that will revolutionize the field, he is blessed with a beautiful fiancé and is on the cusp of a high promotion in the hospital he works at. However, all of that is about to change with one critical decision that Dr. Tenma faces one night – whether to save the life of a young child or that of the town's mayor. Despite being pressured by his superiors to perform surgery on the mayor, his morals force him to perform the surgery on the young child, saving his life and forfeiting the mayor’s. All of a sudden, Dr. Tenma’s world is turned upside down by his decision leading to the loss of everything he previously had. A doctor is taught to believe that all life is equal; however, when a series of murders occur in the vicinity of Dr. Tenma, all of the evidence pointing to the young child who he saved, Tenma’s beliefs are shaken. Naoki Urasawa’s Monster is a tale full of mystery, suspense and intrigue as Dr. Tenma journeys to find out the true identity of the young child. In turn, the fate of the world may depend on it. (Source: MAL Rewrite)",8.324,55,61,"[""Drama"", ""Mystery"", ""Psychological"", ""Seinen""]","[""Mystery"", ""Psychological"", ""Thriller"", ""Drama""]","[{""name"": ""Naoki Urasawa"", ""role"": ""Scénario & Dessin""}]"
11152,akatsuki-no-yona,current,Akatsuki no Yona,Yona of the Dawn,暁のヨナ,akatsuki no yona,yona of the dawn,,"Princess Yona lives an ideal life as the only princess of her kingdom. Doted on by her father, the king, and protected by her faithful guard Hak, she cherishes the time spent with the man she loves, Su-won. But everything changes on her 16th birthday when tragedy strikes her family! (Source: VIZ Media)",8.254000000000001,133,62,"[""Comedy"", ""Romance"", ""Action"", ""Friendship"", ""Adventure"", ""Fantasy"", ""Shoujo""]","[""Comedy"", ""Supernatural"", ""Fantasy"", ""Drama"", ""Romance"", ""Action"", ""Friendship"", ""Adventure""]","[{""name"": ""Mizuho Kusanagi"", ""role"": ""Scénario & Dessin""}]"
26168,fairy-tail-kokoro-ni-yadoru-color,finished,Fairy Tail,Fairy Tail,FAIRY TAIL,fairy tail,fairy tail,fairy tail,"Light novel side stories of the Fairy Tail series. Volume 1. Kokoro ni Yadoru Color (The Color Residing Within the Heart) Volume 2. Dai Matou Enbu Sonogo, Sorezore no 1-nichi (After the Grand Magic Games, Each Individual Day) Volume 3. Trouble Twins",8.245000000000001,158,63,"[""Comedy"", ""Magic"", ""Fantasy"", ""Action"", ""Adventure"", ""Shounen""]","[""Comedy"", ""Magic"", ""Fantasy"", ""Action"", ""Adventure""]","[{""name"": ""Hiro Mashima"", ""role"": ""Dessin""}, {""name"": ""Miu Kawasaki"", ""role"": ""Scénario""}]"
272,yotsubato,current,Yotsubato!,Yotsuba&!,よつばと!,yotsubato,yotsuba,,"Yotsuba's daily life is full of adventure. She is energetic, curious, and a bit odd—odd enough to be called strange by her father as well as ignorant of many things that even a five-year-old should know. Because of this, the most ordinary experience can become an adventure for her. As the days progress, she makes new friends and shows those around her that every day can be enjoyable. (Source: MAL Rewrite)",8.278,88,64,"[""Comedy"", ""Slice of Life"", ""Seinen"", ""Family"", ""Friendship"", ""Japan""]","[""Comedy"", ""Thriller"", ""Slice of Life""]",[]
267,fruits-basket,finished,Fruits Basket,Fruits Basket,フルーツバスケット,fruits basket,fruits basket,,"Tohru Honda is a high school freshman who is having a serious bout of misfortune. Not only was she recently orphaned with the tragedy of her mother's death, but she also has no where to live and is currently residing in a tent! However, when her luck to seems to be at its worse, she meets the Sohma family - and is invited to stay with them in exchange for taking care of the household chores. But it isn't long before Tohru discovers the Sohmas have deep a secret. The family is cursed by the spirits of the Chinese Zodiac, and some of the children born into the Sohma family are possessed by these spirits. When possessed, they cannot be ""huggled"" by the opposite sex, or they transform into their respective Zodiac animal! However, this doesn't phase Tohru, who promises to keep their secret. She continues living with them, and her grave humbleness and thankfulness never wanes. As a result, they come to be very important people in her life, and the Sohmas begin to realize how very lucky they are to have her.",8.245000000000001,159,65,"[""Comedy"", ""Fantasy"", ""School Life"", ""Drama"", ""Romance"", ""Shoujo"", ""Slice of Life"", ""Contemporary Fantasy"", ""Japan"", ""Asia"", ""Earth"", ""Bishounen"", ""Angst"", ""Reverse Harem"", ""Female Student"", ""High School"", ""Magic"", ""Slapstick"", ""Present""]","[""Comedy"", ""Supernatural"", ""School"", ""Drama"", ""Romance""]",[]
